window_end_time,recon_error,failure_window,top_sensors,fault_type
2020-06-23 15:04:30,5.060505,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:05:20,5.1090226,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:06:10,4.8309565,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:07:00,3.539169,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:07:50,5.277915,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:08:40,5.063883,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:09:30,4.414667,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:10:20,4.682707,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:11:10,5.4856606,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:12:00,4.885355,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:12:50,4.8384,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:13:40,4.8194256,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:14:30,4.4144535,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:15:20,4.223139,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:16:10,4.2036796,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:17:00,4.3592186,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:17:50,3.3208172,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:18:40,2.9543428,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:19:30,3.7774396,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:20:20,4.509377,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:21:10,4.855786,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:22:00,4.8020935,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:22:50,4.5475383,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:23:40,3.7331948,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:24:30,4.464836,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:25:20,4.379006,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:26:10,4.3385715,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:27:00,4.52877,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:27:50,4.7773905,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:28:40,5.160708,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:29:30,5.418457,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:30:20,5.142336,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:31:10,4.5620527,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:32:00,4.439512,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:32:50,4.3563585,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:33:40,4.332735,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:34:30,4.3131614,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:35:20,4.7024384,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:36:10,4.7898855,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:37:00,4.1080904,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:37:50,4.100291,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:38:40,4.084463,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:39:30,4.2438684,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:40:20,3.4374619,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:41:10,4.2478213,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:42:00,4.6557713,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:42:50,4.5955873,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:43:40,4.1074367,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:44:30,4.094301,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:45:20,3.4407737,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:46:10,3.3068447,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:47:00,4.501568,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:47:50,5.179714,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:48:40,4.7720118,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:49:30,4.5210786,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:50:20,4.4360065,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:51:10,4.789902,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:52:00,3.9238088,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:52:50,3.495944,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:53:40,4.7109156,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:54:30,4.65816,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:55:20,4.452267,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 15:56:10,4.323353,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:57:00,4.05023,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:57:50,3.0699492,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:58:40,3.4528623,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 15:59:30,3.945928,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:00:20,4.271272,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:01:10,4.404015,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:02:00,4.849446,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:02:50,4.8458347,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:03:40,4.076684,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:04:30,4.48487,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:05:20,5.1874013,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:06:10,5.063509,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:07:00,5.855599,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:07:50,5.2336025,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:08:40,5.615231,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:09:30,5.747072,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:10:20,5.225029,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:11:10,4.419797,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:12:00,4.4207273,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:12:50,4.077847,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:13:40,4.0886135,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:14:30,3.2524924,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:15:20,4.2017465,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:16:10,3.7946265,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:17:00,3.4547753,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:17:50,4.300569,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:18:40,3.76293,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:19:30,3.5918255,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:20:20,3.588441,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:21:10,4.4265976,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:22:00,3.380896,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:22:50,4.492557,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:23:40,4.104848,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:24:30,4.112831,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:25:20,4.2307663,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:26:10,4.4077706,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:27:00,3.623621,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:27:50,3.7857456,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:28:40,4.175364,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:29:30,4.149403,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:30:20,4.4940863,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:31:10,3.731715,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:32:00,4.4498043,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:32:50,3.9308047,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:33:40,4.4891243,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:34:30,4.8140383,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:35:20,4.5785956,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:36:10,4.1382427,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:37:00,4.098676,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:37:50,3.2719817,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:38:40,3.700092,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:39:30,4.106633,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:40:20,4.36806,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:41:10,4.4730825,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:42:00,3.8978562,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:42:50,3.462542,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:43:40,3.8692427,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:44:30,3.1804028,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:45:20,3.0023193,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:46:10,4.2782464,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:47:00,4.2768354,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:47:50,3.9478316,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:48:40,4.448562,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:49:30,4.876458,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:50:20,4.3055987,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:51:10,4.2841578,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:52:00,5.970751,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:52:50,5.4939337,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:53:40,5.909191,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:54:30,5.8862414,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:55:20,5.439051,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 16:56:10,5.814843,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:57:00,5.6550374,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:57:50,5.0025315,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:58:40,5.0611715,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 16:59:30,4.9161453,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:00:20,4.784687,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:01:10,4.3559265,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:02:00,3.966176,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:02:50,4.489694,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:03:40,4.198101,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:04:30,3.648807,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:05:20,3.8415403,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:06:10,3.2821586,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:07:00,3.057169,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:07:50,3.8791037,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:08:40,4.679211,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:09:30,4.2971444,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:10:20,4.9978695,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:11:10,4.5162973,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:12:00,4.4489374,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:12:50,3.5811112,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:13:40,3.4273484,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:14:30,3.917758,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:15:20,4.4268074,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:16:10,4.7814384,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:17:00,5.1795316,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:17:50,4.762155,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:18:40,4.790329,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:19:30,4.714767,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:20:20,3.3495958,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:21:10,4.506833,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:22:00,4.8697834,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:22:50,4.298312,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:23:40,4.4842095,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:24:30,4.7971106,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:25:20,4.4453707,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:26:10,3.7838304,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:27:00,3.2804117,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:27:50,3.7809362,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:28:40,3.6874049,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:29:30,3.6669476,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:30:20,3.8153644,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:31:10,3.624402,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:32:00,2.7973258,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:32:50,3.6354508,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:33:40,3.5643296,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:34:30,3.6539555,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:35:20,3.4996161,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:36:10,4.291587,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:37:00,4.241701,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:37:50,4.2020493,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:38:40,3.0144677,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:39:30,3.7435908,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:40:20,3.7728848,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:41:10,3.8917592,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:42:00,3.477589,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:42:50,3.901194,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:43:40,3.893311,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:44:30,3.3619757,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:45:20,3.2048972,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:46:10,3.0385578,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:47:00,2.8671565,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:47:50,2.4739857,0,"Pressure_switch, Oil_level, Towers",Digital Fault
2020-06-23 17:48:40,3.1122475,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:49:30,3.125434,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:50:20,3.0805779,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:51:10,2.9037213,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:52:00,3.2744482,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:52:50,2.5935473,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:53:40,2.5019646,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:54:30,2.8878694,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:55:20,3.6125555,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:56:10,2.9449706,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:57:00,2.7694788,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:57:50,3.986945,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 17:58:40,3.7634966,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 17:59:30,3.4732819,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:00:20,3.0472932,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:01:10,4.172605,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:02:00,4.9922523,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:02:50,4.631884,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:03:40,4.4798074,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:04:30,4.703903,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:05:20,3.73369,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:06:10,4.0434604,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:07:00,4.744781,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:07:50,4.0589843,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:08:40,4.1289396,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:09:30,4.5615234,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:10:20,4.377394,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:11:10,4.087216,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:12:00,3.3978105,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:12:50,4.1508617,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:13:40,3.768838,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:14:30,4.207724,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:15:20,4.3447695,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:16:10,4.034594,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:17:00,3.0446959,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:17:50,3.7870626,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:18:40,3.8266923,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:19:30,2.766566,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:20:20,3.9123533,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:21:10,3.9128487,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:22:00,3.6204205,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:22:50,3.7538261,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:23:40,3.889773,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:24:30,3.2833152,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:25:20,2.782816,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:26:10,3.4365604,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:27:00,3.3343158,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:27:50,3.151632,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:28:40,3.3882241,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:29:30,3.8683653,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:30:20,4.054587,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:31:10,4.012562,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:32:00,3.598393,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:32:50,3.4538114,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:33:40,3.2495856,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:34:30,3.0452676,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:35:20,3.7894168,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:36:10,3.457078,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:37:00,3.607405,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:37:50,3.5469627,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:38:40,3.5872636,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:39:30,3.610333,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:40:20,2.971837,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:41:10,3.222414,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:42:00,4.393776,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:42:50,5.17816,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:43:40,5.2420483,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:44:30,4.7944565,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:45:20,4.6082897,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:46:10,5.7805033,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:47:00,5.7208414,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:47:50,5.4250393,0,"Pressure_switch, Oil_level, Oil_temperature",Digital Fault
2020-06-23 18:48:40,5.973654,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:49:30,5.6428776,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:50:20,5.722886,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:51:10,6.178953,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:52:00,5.632375,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:52:50,5.43937,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
2020-06-23 18:53:40,5.4335866,0,"Pressure_switch, Oil_temperature, Oil_level",Digital Fault
